MONTH,HOUR,HOURLYVISIBILITY,HOURLYDRYBULBTEMPC,HOURLYWindSpeed,HOURLYPrecip,IATA
3,6,9.37999994369823,11.409677419354843,7.096774193548387,0.0,ATL
3,7,8.844086021505376,10.527956989247313,7.053763440860215,0.001935483870967742,ATL
3,8,8.731182795698924,10.26559139784946,7.0,0.0015053763440860217,ATL
3,9,8.723118279569892,10.01505376344086,6.978494623655914,0.0016129032258064516,ATL
3,10,8.626344086021506,9.726881720430107,7.096774193548387,0.0025806451612903226,ATL
3,11,8.118279569892474,9.55806451612903,7.731182795698925,0.003333333333333333,ATL
3,12,9.37999994369823,9.577419354838707,7.548387096774194,0.0,ATL
3,13,8.128924731182796,11.702150537634408,9.376344086021506,0.004516129032258064,ATL
3,14,8.571182795698924,13.16236559139785,10.161290322580646,0.006129032258064517,ATL
3,15,9.044301075268818,14.596774193548388,10.268817204301076,0.001075268817204301,ATL
3,16,9.134408602150538,15.781720430107525,10.75268817204301,0.0006451612903225806,ATL
3,17,9.14516129032258,16.779569892473116,10.387096774193548,0.0009677419354838708,ATL
3,18,9.373260812651472,16.847311827956986,10.440860215053764,0.0,ATL
3,19,9.32258064516129,17.940860215053767,10.67741935483871,0.0012903225806451613,ATL
3,20,9.209677419354838,18.013978494623665,10.709677419354838,0.001827956989247312,ATL
3,21,9.182795698924732,17.816129032258072,10.408602150537634,0.0017204301075268817,ATL
3,22,9.370967741935484,17.16451612903226,10.064516129032258,0.0006451612903225806,ATL
3,23,9.279569892473118,15.953763440860204,9.066666666666666,0.0015053763440860213,ATL
4,0,9.373260812651472,20.08111111111111,8.277777777777779,0.0,ATL
4,1,9.472222222222221,18.035555555555558,7.433333333333334,0.008222222222222223,ATL
4,2,9.644444444444444,17.133333333333326,7.444444444444445,0.0044444444444444444,ATL
4,3,9.655555555555555,16.539999999999996,7.555555555555555,0.004111111111111111,ATL
4,4,9.333333333333334,16.083333333333332,7.2444444444444445,0.003888888888888889,ATL
4,5,9.305555555555555,15.564444444444446,7.111111111111111,0.004666666666666666,ATL
4,6,9.373260812651472,15.51555555555556,7.266666666666667,0.0,ATL
4,7,9.044444444444444,14.672222222222219,7.666666666666667,0.004333333333333333,ATL
4,8,9.047222222222222,14.27777777777778,7.433333333333334,0.005888888888888888,ATL
4,9,8.972222222222221,13.90555555555556,6.977777777777778,0.006444444444444444,ATL
4,10,8.825,13.478888888888887,7.088888888888889,0.005333333333333334,ATL
4,11,8.775,13.761111111111111,7.444444444444445,0.0026666666666666666,ATL
4,12,9.373260812651472,13.75,7.377777777777778,0.0,ATL
4,13,8.755555555555556,16.423333333333336,10.155555555555555,0.0022222222222222222,ATL
4,14,9.044444444444444,17.9,9.88888888888889,0.0035555555555555557,ATL
4,15,9.261111111111111,19.130000000000006,10.488888888888889,0.0044444444444444444,ATL
4,16,9.38888888888889,20.206666666666667,10.775280898876405,0.001,ATL
4,17,9.566666666666666,21.191111111111102,10.877777777777778,0.001222222222222222,ATL
4,18,9.373260812651472,21.221111111111103,10.877777777777778,0.0,ATL
4,19,9.527777777777779,22.247777777777774,10.155555555555555,0.001888888888888889,ATL
4,20,9.633333333333333,22.30888888888889,11.155555555555555,0.0012222222222222222,ATL
4,21,9.811111111111112,22.01555555555555,10.566666666666666,0.0037777777777777775,ATL
4,22,9.722222222222221,21.438888888888883,10.3,0.004,ATL
4,23,9.5,20.11444444444444,8.402298850574713,0.0077777777777777776,ATL
5,0,9.37999994369823,24.20322580645162,7.741935483870968,0.0,ATL
5,1,9.85483870967742,21.906451612903222,6.311827956989247,0.004193548387096774,ATL
5,2,9.771505376344086,21.12903225806451,5.741935483870968,0.0012903225806451613,ATL
5,3,9.71236559139785,20.44516129032258,5.580645161290323,0.0008602150537634409,ATL
5,4,9.682795698924732,19.79247311827957,5.666666666666667,0.001075268817204301,ATL
5,5,9.615591397849462,19.195698924731186,5.10752688172043,0.0005376344086021505,ATL
5,6,9.373260812651472,19.226881720430107,5.193548387096774,0.0,ATL
5,7,9.647849462365592,18.201075268817206,5.397849462365591,0.00021505376344086021,ATL
5,8,9.561827956989248,17.730107526881717,5.0,0.00010752688172043011,ATL
5,9,9.454301075268818,17.461290322580645,5.21505376344086,0.00021505376344086021,ATL
5,10,9.138387096774194,17.33978494623656,5.365591397849462,0.0012903225806451613,ATL
5,11,9.173333333333334,18.19462365591398,5.870967741935484,0.0,ATL
5,12,9.373260812651472,18.244086021505378,5.978494623655914,0.0,ATL
5,13,9.32258064516129,21.46344086021506,7.397849462365591,0.00010752688172043011,ATL
5,14,9.580645161290322,22.951612903225815,7.688172043010753,0.0003225806451612903,ATL
5,15,9.78494623655914,24.33333333333334,8.43010752688172,0.0,ATL
5,16,9.870967741935484,25.19462365591397,8.602150537634408,0.00010752688172043011,ATL
5,17,9.919354838709678,26.019354838709674,9.118279569892474,0.0003225806451612903,ATL
5,18,9.373260812651472,25.983870967741936,8.817204301075268,0.0,ATL
5,19,9.817204301075268,26.6494623655914,9.397849462365592,0.001075268817204301,ATL
5,20,9.817204301075268,26.437634408602147,9.268817204301076,0.001075268817204301,ATL
5,21,9.790322580645162,26.169892473118285,9.419354838709678,0.005698924731182796,ATL
5,22,9.86021505376344,25.512903225806454,9.182795698924732,0.014086021505376344,ATL
5,23,9.725806451612904,24.42043010752689,7.736263736263736,0.004623655913978495,ATL
6,0,9.373260812651472,27.79555555555555,6.877777777777778,0.0,ATL
6,1,9.872222222222222,25.76111111111113,5.588888888888889,0.002777777777777778,ATL
6,2,9.933333333333334,25.1688888888889,5.066666666666666,0.0007777777777777778,ATL
6,3,9.944444444444445,24.551111111111116,5.033333333333333,0.00022222222222222223,ATL
6,4,9.866666666666667,23.976666666666663,4.966666666666667,0.0025555555555555557,ATL
6,5,9.933333333333334,23.488888888888887,4.977777777777778,0.00011111111111111112,ATL
6,6,9.387188350148106,23.47555555555555,5.055555555555555,0.0,ATL
6,7,9.605555555555556,22.509999999999998,5.166666666666667,0.0032222222222222227,ATL
6,8,9.71111111111111,22.202222222222225,5.266666666666667,0.0005555555555555556,ATL
6,9,9.666666666666666,21.98222222222222,5.1,0.0,ATL
6,10,9.5,21.84555555555556,5.322222222222222,0.0,ATL
6,11,9.556888888888889,22.796666666666663,5.933333333333334,0.00011111111111111112,ATL
6,12,9.373260812651472,22.821111111111108,5.911111111111111,0.0,ATL
6,13,9.844444444444445,25.87555555555556,6.533333333333333,0.0,ATL
6,14,9.944444444444445,27.426666666666677,6.988888888888889,0.0,ATL
6,15,9.977777777777778,28.59777777777778,7.544444444444444,0.0,ATL
6,16,9.977777777777778,29.422222222222214,7.877777777777778,0.0,ATL
6,17,9.808333333333334,29.883333333333333,8.377777777777778,0.001,ATL
6,18,9.373260812651472,29.746666666666666,8.133333333333333,0.0,ATL
6,19,9.55,29.863333333333347,8.911111111111111,0.003888888888888889,ATL
6,20,9.622222222222222,29.561111111111128,8.588888888888889,0.007,ATL
6,21,9.8,29.265555555555572,8.311111111111112,0.014,ATL
6,22,9.761111111111111,28.735555555555543,8.044444444444444,0.0044444444444444444,ATL
6,23,9.955555555555556,27.851111111111106,7.204545454545454,0.007777777777777778,ATL
7,0,9.393478205791745,28.682795698924732,7.634408602150538,0.0012903225806451613,ATL
7,1,9.908602150537634,26.682795698924746,6.139784946236559,0.0,ATL
7,2,9.779569892473118,25.956989247311824,5.946236559139785,0.0052688172043010755,ATL
7,3,9.758064516129032,25.29677419354838,5.473118279569892,0.001935483870967742,ATL
7,4,9.736559139784946,24.690322580645155,4.978494623655914,0.0008602150537634409,ATL
7,5,9.74731182795699,24.179569892473125,5.182795698924731,0.000967741935483871,ATL
7,6,9.373260812651472,24.131182795698933,4.881720430107527,0.0,ATL
7,7,9.50268817204301,23.33225806451613,5.053763440860215,0.0040860215053763445,ATL
7,8,9.626344086021506,23.061290322580653,5.247311827956989,0.0020430107526881723,ATL
7,9,9.567204301075268,22.789247311827964,5.053763440860215,0.0007526881720430106,ATL
7,10,9.344086021505376,22.73333333333334,4.827956989247312,0.0007526881720430106,ATL
7,11,9.260752688172044,23.464516129032262,5.935483870967742,0.0006451612903225806,ATL
7,12,9.386739074744987,23.519354838709685,5.903225806451613,0.0,ATL
7,13,9.330645161290322,26.46021505376344,7.032258064516129,0.00043010752688172043,ATL
7,14,9.596774193548388,27.775268817204296,7.473118279569892,0.001075268817204301,ATL
7,15,9.803763440860216,28.887096774193534,6.666666666666667,0.0005376344086021505,ATL
7,16,9.86021505376344,29.88279569892473,7.053763440860215,0.0008602150537634409,ATL
7,17,9.634408602150538,30.372043010752677,7.860215053763441,0.0049462365591397845,ATL
7,18,9.393478205791746,30.379569892473114,7.354838709677419,0.0,ATL
7,19,9.85752688172043,30.917204301075277,8.387096774193548,0.004623655913978494,ATL
7,20,9.935483870967742,30.964516129032265,8.634408602150538,0.0005376344086021505,ATL
7,21,9.827956989247312,30.54301075268817,8.903225806451612,0.0003225806451612903,ATL
7,22,9.89247311827957,29.81827956989246,8.731182795698924,0.0006451612903225806,ATL
7,23,9.811827956989248,28.848387096774193,8.241758241758241,0.004301075268817204,ATL
8,0,9.373260812651472,27.996774193548394,7.182795698924731,0.00010752688172043011,ATL
8,1,9.946236559139784,26.21505376344087,5.56989247311828,0.0017204301075268817,ATL
8,2,9.908602150537634,25.631182795698926,5.516129032258065,0.0031182795698924733,ATL
8,3,9.846774193548388,24.98494623655913,6.086021505376344,0.002903225806451613,ATL
8,4,9.817204301075268,24.350537634408607,5.913978494623656,0.00043010752688172043,ATL
8,5,9.838709677419354,23.958064516129028,5.623655913978495,0.0003225806451612903,ATL
8,6,9.385451091541174,23.901075268817202,5.623655913978495,0.0,ATL
8,7,9.596774193548388,23.126881720430113,5.21505376344086,0.0007526881720430109,ATL
8,8,9.456989247311828,22.806451612903235,5.225806451612903,0.0011827956989247312,ATL
8,9,9.53763440860215,22.566666666666674,5.440860215053763,0.0,ATL
8,10,9.365591397849462,22.40215053763442,5.290322580645161,0.0,ATL
8,11,9.086021505376344,22.791397849462374,5.580645161290323,0.0,ATL
8,12,9.373260812651472,22.798924731182808,5.709677419354839,0.0,ATL
8,13,9.25268817204301,25.54301075268817,6.537634408602151,0.002903225806451613,ATL
8,14,9.591397849462366,26.969892473118286,7.064516129032258,0.0015053763440860213,ATL
8,15,9.903225806451612,28.270967741935497,6.924731182795699,0.00010752688172043011,ATL
8,16,9.78225806451613,29.290322580645153,7.666666666666667,0.0003225806451612903,ATL
8,17,9.935483870967742,30.064516129032242,8.129032258064516,0.0,ATL
8,18,9.373260812651472,30.116129032258048,8.13978494623656,0.0,ATL
8,19,9.53225806451613,30.383870967741935,9.021505376344086,0.012150537634408603,ATL
8,20,9.85483870967742,30.224731182795693,8.311827956989248,0.00752688172043011,ATL
8,21,9.924731182795698,30.13225806451613,9.03225806451613,0.0013978494623655914,ATL
8,22,9.811827956989248,29.3774193548387,8.505376344086022,0.0040860215053763445,ATL
8,23,9.655913978494624,28.174193548387095,7.622222222222222,0.0018279569892473123,ATL
9,0,9.376077239036995,24.60111111111111,7.0777777777777775,0.0,ATL
9,1,9.772222222222222,23.030000000000005,6.433333333333334,0.00011111111111111112,ATL
9,2,9.666666666666666,22.41222222222222,6.211111111111111,0.0006666666666666666,ATL
9,3,9.544444444444444,21.9,5.7444444444444445,0.0008888888888888889,ATL
9,4,9.502777777777778,21.496666666666673,5.466666666666667,0.00044444444444444447,ATL
9,5,9.283333333333333,21.09777777777778,5.766666666666667,0.00022222222222222223,ATL
9,6,9.358002359177565,21.086666666666666,5.777777777777778,0.0,ATL
9,7,8.85,20.431111111111107,5.844444444444444,0.0006666666666666666,ATL
9,8,8.691666666666666,20.111111111111118,6.144444444444445,0.0005555555555555556,ATL
9,9,8.552777777777777,19.91666666666667,6.333333333333333,0.0013333333333333333,ATL
9,10,8.572222222222223,19.738888888888894,6.588888888888889,0.0021111111111111113,ATL
9,11,8.097222222222221,19.886666666666674,6.7444444444444445,0.0032222222222222227,ATL
9,12,9.364966127925884,19.965555555555564,6.733333333333333,0.0,ATL
9,13,8.416666666666666,22.283333333333335,8.066666666666666,0.0013333333333333335,ATL
9,14,9.080555555555556,23.757777777777775,8.28888888888889,0.001,ATL
9,15,9.333333333333334,24.951111111111096,8.0,0.001,ATL
9,16,9.416666666666666,25.813333333333325,8.0,0.0007777777777777778,ATL
9,17,9.344444444444445,26.517777777777777,7.433333333333334,0.002888888888888889,ATL
9,18,9.387188350148106,26.52777777777778,7.477777777777778,0.0,ATL
9,19,9.433333333333334,27.058888888888895,7.866666666666666,0.0044444444444444444,ATL
9,20,9.433333333333334,26.895555555555564,7.877777777777778,0.001333333333333333,ATL
9,21,9.633333333333333,26.518888888888892,7.511111111111111,0.0016666666666666666,ATL
9,22,9.877777777777778,25.631111111111114,7.977777777777778,0.0017777777777777779,ATL
9,23,9.780555555555555,24.53444444444444,7.459770114942529,0.00022222222222222223,ATL
10,0,9.386739074744987,19.579569892473128,5.645161290322581,0.0,ATL
10,1,9.559139784946236,17.834408602150543,5.483870967741935,0.0012903225806451613,ATL
10,2,9.801075268817204,17.21505376344086,5.645161290322581,0.0008602150537634409,ATL
10,3,9.741935483870968,16.497849462365586,5.150537634408602,0.002258064516129032,ATL
10,4,9.612903225806452,16.043010752688165,5.279569892473118,0.00043010752688172043,ATL
10,5,9.559139784946236,15.55161290322581,5.161290322580645,0.0007526881720430109,ATL
10,6,9.31548381466597,15.534408602150538,5.333333333333333,0.0,ATL
10,7,9.21505376344086,14.773118279569893,5.268817204301075,0.0012903225806451613,ATL
10,8,9.323906030243565,14.527956989247306,5.655913978494624,0.003655913978494624,ATL
10,9,9.223118279569892,14.230107526881717,5.78494623655914,0.004623655913978495,ATL
10,10,9.21774193548387,14.002150537634405,5.731182795698925,0.0035483870967741938,ATL
10,11,9.260752688172044,13.950537634408606,5.903225806451613,0.0007526881720430109,ATL
10,12,9.284588537110578,13.997849462365593,5.978494623655914,0.0,ATL
10,13,8.908602150537634,16.794623655913966,6.913978494623656,0.002043010752688172,ATL
10,14,9.241935483870968,18.623655913978503,7.268817204301075,0.001827956989247312,ATL
10,15,9.349462365591398,20.13333333333334,7.516129032258065,0.000967741935483871,ATL
10,16,9.602150537634408,21.248387096774188,8.290322580645162,0.00021505376344086021,ATL
10,17,9.741935483870968,22.012903225806443,8.096774193548388,0.0003225806451612903,ATL
10,18,9.386739074744987,22.1086956521739,8.150537634408602,0.0,ATL
10,19,9.71505376344086,22.862365591397847,8.731182795698924,0.00021505376344086021,ATL
10,20,9.741935483870968,22.65591397849462,7.870967741935484,0.0006451612903225806,ATL
10,21,9.655913978494624,21.980645161290315,8.204301075268818,0.0006451612903225806,ATL
10,22,9.666666666666666,20.605376344086025,6.483870967741935,0.0013978494623655914,ATL
10,23,9.548387096774194,19.35806451612904,5.633333333333334,0.007526881720430107,ATL
11,0,9.373260812651472,12.517777777777773,7.777777777777778,0.0,ATL
11,1,9.083333333333334,11.189999999999998,8.11111111111111,0.002444444444444445,ATL
11,2,9.066666666666666,10.598888888888883,7.833333333333333,0.004666666666666667,ATL
11,3,9.061111111111112,10.044444444444444,7.822222222222222,0.005555555555555556,ATL
11,4,9.030555555555555,9.60111111111111,7.677777777777778,0.005555555555555556,ATL
11,5,8.955555555555556,9.18222222222222,7.666666666666667,0.003,ATL
11,6,9.373260812651472,9.167777777777776,7.677777777777778,0.0,ATL
11,7,8.725,8.414444444444444,8.322222222222223,0.0022222222222222222,ATL
11,8,8.536111111111111,8.182222222222217,8.233333333333333,0.004777777777777778,ATL
11,9,8.519444444444444,7.962222222222222,8.444444444444445,0.003,ATL
11,10,8.516666666666667,7.80333333333333,8.477777777777778,0.002444444444444445,ATL
11,11,8.355555555555556,7.566666666666664,8.422222222222222,0.0025555555555555557,ATL
11,12,9.373260812651472,7.524444444444441,8.28888888888889,0.0,ATL
11,13,8.254111111111111,9.443333333333333,9.822222222222223,0.005777777777777778,ATL
11,14,8.619444444444444,11.106666666666671,10.166666666666666,0.004333333333333334,ATL
11,15,8.791666666666666,12.565555555555552,9.911111111111111,0.001666666666666667,ATL
11,16,8.897222222222222,13.773333333333335,9.744444444444444,0.0023333333333333335,ATL
11,17,9.01388888888889,14.686666666666666,9.155555555555555,0.007,ATL
11,18,9.380224581399789,14.765555555555554,9.233333333333333,0.0,ATL
11,19,9.275,15.750000000000007,9.377777777777778,0.005222222222222222,ATL
11,20,9.283333333333333,15.594444444444445,9.666666666666666,0.001888888888888889,ATL
11,21,9.222222222222221,14.917777777777768,9.144444444444444,0.0044444444444444444,ATL
11,22,8.98188888888889,13.466666666666665,8.0,0.0021111111111111113,ATL
11,23,9.105555555555556,12.431111111111107,7.666666666666667,0.0025555555555555553,ATL
12,0,9.379999943698229,11.954838709677416,7.311827956989247,0.0,ATL
12,1,8.798387096774194,10.850537634408601,7.591397849462366,0.012795698924731185,ATL
12,2,8.647849462365592,10.399999999999997,7.161290322580645,0.007204301075268818,ATL
12,3,8.71505376344086,9.964516129032257,6.655913978494624,0.004946236559139785,ATL
12,4,8.475806451612904,9.65591397849462,6.78494623655914,0.006451612903225807,ATL
12,5,8.478494623655914,9.402150537634409,7.075268817204301,0.004301075268817206,ATL
12,6,9.296704012243358,9.383870967741935,7.096774193548387,0.0,ATL
12,7,8.088709677419354,8.763440860215052,7.247311827956989,0.01150537634408602,ATL
12,8,7.93010752688172,8.604301075268818,7.333333333333333,0.006666666666666668,ATL
12,9,7.717741935483871,8.449462365591401,7.376344086021505,0.011182795698924731,ATL
12,10,7.860215053763441,8.30537634408602,7.483870967741935,0.0032258064516129037,ATL
12,11,7.760752688172043,8.131182795698923,6.763440860215054,0.007419354838709678,ATL
12,12,9.373260812651472,8.156989247311826,6.763440860215054,0.0,ATL
12,13,7.395161290322581,9.17311827956989,8.086021505376344,0.004301075268817204,ATL
12,14,7.508064516129032,10.338709677419356,8.64516129032258,0.0035483870967741938,ATL
12,15,7.669354838709677,11.502150537634417,8.763440860215054,0.007204301075268818,ATL
12,16,8.529569892473118,12.66451612903226,8.64516129032258,0.004731182795698926,ATL
12,17,8.596774193548388,13.646236559139783,8.881720430107526,0.00989247311827957,ATL
12,18,9.373260812651472,13.710752688172045,9.064516129032258,0.0,ATL
12,19,8.811827956989248,14.563440860215053,8.161290322580646,0.002150537634408602,ATL
12,20,8.758064516129032,14.464516129032258,8.634408602150538,0.0040860215053763445,ATL
12,21,8.771505376344086,13.815053763440861,8.096774193548388,0.002365591397849463,ATL
12,22,8.916666666666666,12.602150537634412,7.89247311827957,0.0032258064516129032,ATL
12,23,8.93010752688172,11.741935483870968,7.366666666666666,0.002795698924731183,ATL
1,0,9.373260812651472,-5.061290322580643,11.903225806451612,0.0,ORD
1,1,8.35483870967742,-5.626881720430107,11.451612903225806,0.0013978494623655914,ORD
1,2,8.362903225806452,-5.770967741935482,11.53763440860215,0.001075268817204301,ORD
1,3,8.545698924731182,-5.988172043010751,11.344086021505376,0.0008602150537634409,ORD
1,4,8.473118279569892,-6.21290322580645,11.35483870967742,0.001075268817204301,ORD
1,5,8.526881720430108,-6.59139784946236,11.311827956989248,0.0025806451612903226,ORD
1,6,9.373260812651472,-6.664516129032252,11.440860215053764,0.0,ORD
1,7,8.647849462365592,-7.044086021505374,10.516129032258064,0.001182795698924731,ORD
1,8,8.629032258064516,-7.149462365591396,10.24731182795699,0.00043010752688172043,ORD
1,9,8.559139784946236,-7.311827956989245,10.236559139784946,0.0006451612903225806,ORD
1,10,8.701612903225806,-7.533333333333331,10.279569892473118,0.0015053763440860213,ORD
1,11,8.768817204301076,-7.630107526881717,10.548387096774194,0.0009677419354838711,ORD
1,12,9.379999943698229,-7.676344086021501,10.408602150537634,0.0,ORD
1,13,8.840035062501629,-7.74782608695652,10.315217391304348,0.001075268817204301,ORD
1,14,8.71774193548387,-6.792473118279568,11.150537634408602,0.00043010752688172043,ORD
1,15,8.618279569892474,-5.9645161290322575,11.817204301075268,0.0008602150537634409,ORD
1,16,8.676056567877973,-5.187096774193551,12.301075268817204,0.0011827956989247312,ORD
1,17,8.533583449598403,-4.6247311827957,12.849462365591398,0.00021505376344086021,ORD
1,18,9.37197282944766,-4.603225806451614,12.688172043010752,0.0,ORD
1,19,8.432795698924732,-3.8870967741935476,12.956989247311828,0.001290322580645161,ORD
1,20,8.456989247311828,-3.8698924731182776,12.795698924731182,0.001827956989247312,ORD
1,21,8.379032258064516,-4.055913978494624,12.720430107526882,0.0025806451612903226,ORD
1,22,8.303763440860216,-4.505376344086023,11.870967741935484,0.0017204301075268817,ORD
1,23,8.448924731182796,-4.807526881720429,12.043478260869565,0.0011827956989247314,ORD
2,0,9.28651656779675,-4.596470588235294,11.117647058823529,0.0,ORD
2,1,8.838235294117647,-5.501176470588233,10.505882352941176,0.0015294117647058824,ORD
2,2,8.908823529411764,-5.82705882352941,10.376470588235295,0.0017647058823529415,ORD
2,3,8.808823529411764,-6.14,10.117647058823529,0.0007058823529411764,ORD
2,4,8.897058823529411,-6.2905882352941145,9.48235294117647,0.0003529411764705882,ORD
2,5,9.007332480148841,-6.597647058823528,9.964705882352941,0.002823529411764706,ORD
2,6,9.380634214855574,-6.592941176470585,9.952941176470588,0.0,ORD
2,7,8.898470588235295,-7.059999999999998,9.576470588235294,0.0009411764705882353,ORD
2,8,8.780823529411764,-7.435294117647057,9.670588235294117,0.0003529411764705882,ORD
2,9,8.788235294117648,-7.669411764705884,9.564705882352941,0.00023529411764705883,ORD
2,10,8.605882352941176,-7.847058823529414,9.68235294117647,0.0010588235294117646,ORD
2,11,8.594117647058823,-8.059999999999999,9.823529411764707,0.0011764705882352942,ORD
2,12,9.380634214855574,-8.084705882352939,9.717647058823529,0.0,ORD
2,13,8.595567774266488,-7.7630952380952385,10.928571428571429,0.0009411764705882353,ORD
2,14,8.632352941176471,-6.790588235294118,11.976470588235294,0.0009411764705882353,ORD
2,15,8.741176470588234,-5.670588235294115,11.811764705882354,0.0008235294117647058,ORD
2,16,8.66027365661943,-4.75,11.80952380952381,0.0010588235294117646,ORD
2,17,8.613214833090018,-4.057142857142858,11.916666666666666,0.00047058823529411766,ORD
2,18,9.22189252955433,-3.909411764705883,11.988235294117647,0.00011764705882352942,ORD
2,19,8.530861891913547,-3.211904761904763,12.392857142857142,0.002235294117647059,ORD
2,20,8.74705882352941,-3.120000000000002,13.094117647058823,0.0029411764705882353,ORD
2,21,8.729411764705882,-3.3329411764705883,12.929411764705883,0.0021176470588235292,ORD
2,22,8.38964705882353,-3.97529411764706,12.564705882352941,0.001176470588235294,ORD
2,23,8.526470588235295,-4.641176470588236,11.841463414634147,0.0022352941176470593,ORD
3,0,9.386739074744987,3.810752688172043,11.21505376344086,0.0,ORD
3,1,9.459677419354838,2.488172043010753,9.78494623655914,0.0007526881720430109,ORD
3,2,9.588709677419354,2.082795698924731,9.46236559139785,0.0008602150537634409,ORD
3,3,9.352150537634408,1.6548387096774189,9.419354838709678,0.0022580645161290325,ORD
3,4,9.25,1.3333333333333333,9.397849462365592,0.001182795698924731,ORD
3,5,8.96236559139785,1.175268817204301,9.35483870967742,0.001935483870967742,ORD
3,6,9.311470257540687,1.1688172043010754,9.172043010752688,0.0,ORD
3,7,8.865591397849462,0.6559139784946237,8.709677419354838,0.0013978494623655912,ORD
