ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Portland,ORIGIN_CITY,,
,,Portland Intl,ORIGIN_NAME,,
,,Phoenix,DEST-CITY,,
,,Phoenix Sky Harbor Intl,DEST_NAME,,
,,1626,DIST,,
,,"
<script
    src=""static/bokeh_js/PDX_PHX.js""
    id=""f4dfa6dc-1d9f-4b01-87cf-e62b90f41db3""
    data-bokeh-model-id=""310a624f-2e69-4d54-ba94-eab7720f8392""
    data-bokeh-doc-id=""a6657e5f-c621-4ace-8467-c7fb04244d4c""
></script>",TAG,,
7.26,,,DEP_DELAY,,
9.0,,,AVG_FLIGHTS,,
11.63,,,PERCENT_DELAYED,,
7.19,,,POS_ARR_DELAY,,
16.37,29.63,,F9,0.27,Frontier Airlines 
11.03,18.71,,WN,32.09,Southwest Airlines 
5.99,9.88,,AA,19.18,American Airlines 
5.25,7.64,,US,32.82,US Airways 
4.72,7.32,,AS,15.64,Alaska Airlines 
