ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Houston,ORIGIN_CITY,,
,,George Bush Intercontinental,ORIGIN_NAME,,
,,Chicago,DEST-CITY,,
,,Chicago Ohare Intl,DEST_NAME,,
,,1491,DIST,,
,,"
<script
    src=""static/bokeh_js/IAH_ORD.js""
    id=""d24ba56b-30fc-4de2-8492-cada37c50e68""
    data-bokeh-model-id=""c73b3442-a052-47a3-bffc-196122306a7b""
    data-bokeh-doc-id=""f88f3f6d-0219-42f6-a1ae-89d69295c06a""
></script>",TAG,,
16.36,,,DEP_DELAY,,
13.0,,,AVG_FLIGHTS,,
25.02,,,PERCENT_DELAYED,,
16.22,,,POS_ARR_DELAY,,
27.52,37.77,,MQ,6.48,Envoy Air
23.73,34.47,,NK,7.55,Spirit Air Lines
26.87,23.81,,AA,0.73,American Airlines 
14.61,23.22,,UA,84.69,United Air Lines 
12.42,23.08,,OO,0.54,SkyWest Airlines 
