ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Columbus,ORIGIN_CITY,
,,,Port Columbus Intl,ORIGIN_NAME,
,,,Fort Myers,DEST-CITY,
,,,Southwest Florida Intl,DEST_NAME,
,,,1501,DIST,
,,,"
<script
    src=""static/bokeh_js/CMH_RSW.js""
    id=""75c4e354-4419-45f9-97f4-df5e27d66491""
    data-bokeh-model-id=""d8cccf98-03fd-4be4-814b-3bac9b862028""
    data-bokeh-doc-id=""065badfb-b583-4743-af09-57571f808eb1""
></script>",TAG,
10.3,,,,DEP_DELAY,
1.0,,,,AVG_FLIGHTS,
16.88,,,,PERCENT_DELAYED,
10.46,,,,POS_ARR_DELAY,
17.96,30.86,AirTran Airways Corporation,,FL,11.15
9.53,15.14,Southwest Airlines ,,WN,88.79
3.0,0.0,ExpressJet Airlines ,,EV,0.06
0.0,,,,,
0.0,,,,,
