ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Orlando,ORIGIN_CITY,,
,,Orlando Intl,ORIGIN_NAME,,
,,Milwaukee,DEST-CITY,,
,,General Mitchell Intl,DEST_NAME,,
,,1719,DIST,,
,,"
<script
    src=""static/bokeh_js/MCO_MKE.js""
    id=""8cda1f8b-39b4-4a21-9c07-288579c6ba61""
    data-bokeh-model-id=""7b93c3ff-a33f-453f-95c1-0c95a0fbab26""
    data-bokeh-doc-id=""c9966fbb-7d7f-4155-9358-1bffb262248b""
></script>",TAG,,
14.87,,,DEP_DELAY,,
4.0,,,AVG_FLIGHTS,,
21.06,,,PERCENT_DELAYED,,
13.67,,,POS_ARR_DELAY,,
83.62,62.5,,EV,0.2,ExpressJet Airlines 
20.19,24.32,,F9,5.57,Frontier Airlines 
10.26,23.53,,DL,0.85,Delta Air Lines 
13.62,21.34,,WN,88.45,Southwest Airlines 
4.96,10.2,,FL,4.92,AirTran Airways Corporation
