ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Detroit,ORIGIN_CITY,,
,,Detroit Metro Wayne Co,ORIGIN_NAME,,
,,Denver,DEST-CITY,,
,,Denver Intl,DEST_NAME,,
,,1803,DIST,,
,,"
<script
    src=""static/bokeh_js/DTW_DEN.js""
    id=""eea723b7-8b6d-468a-bc2f-a8a5a1cf56cf""
    data-bokeh-model-id=""0d3ea1d6-65c8-4fd9-9480-2857c83993fd""
    data-bokeh-doc-id=""9562bd48-3e8d-4ba3-ba5f-8def5ba01b77""
></script>",TAG,,
12.14,,,DEP_DELAY,,
7.0,,,AVG_FLIGHTS,,
18.61,,,PERCENT_DELAYED,,
12.07,,,POS_ARR_DELAY,,
16.27,26.52,,NK,7.16,Spirit Air Lines
18.36,25.05,,F9,12.78,Frontier Airlines 
10.56,19.95,,WN,25.62,Southwest Airlines 
10.63,15.76,,DL,41.56,Delta Air Lines 
9.85,12.31,,UA,10.38,United Air Lines 
