ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Minneapolis,ORIGIN_CITY,,
,,Minneapolis St Paul Intl,ORIGIN_NAME,,
,,Washington,DEST-CITY,,
,,Washington Dulles Intl,DEST_NAME,,
,,1459,DIST,,
,,"
<script
    src=""static/bokeh_js/MSP_IAD.js""
    id=""3804ce2d-cda6-41d5-8614-2df7f85e274f""
    data-bokeh-model-id=""356d125b-e7a2-45dd-bcbd-69b6a1fbf05b""
    data-bokeh-doc-id=""6b0a1d89-d822-40d2-bd33-3877f8f682a1""
></script>",TAG,,
14.43,,,DEP_DELAY,,
2.0,,,AVG_FLIGHTS,,
22.31,,,PERCENT_DELAYED,,
14.34,,,POS_ARR_DELAY,,
23.46,34.29,,9E,1.83,Endeavor Air 
19.49,29.27,,F9,10.71,Frontier Airlines 
17.29,26.44,,EV,29.83,ExpressJet Airlines 
13.7,21.48,,OO,23.35,SkyWest Airlines 
9.97,15.98,,DL,34.01,Delta Air Lines 
