ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Chicago,ORIGIN_CITY,,
,,Chicago Ohare Intl,ORIGIN_NAME,,
,,Baltimore,DEST-CITY,,
,,Baltimore Washington Intl,DEST_NAME,,
,,998,DIST,,
,,"
<script
    src=""static/bokeh_js/ORD_BWI.js""
    id=""f608a00b-6ce9-4117-8aec-9906d7dedeac""
    data-bokeh-model-id=""264bb92c-1508-41d3-a306-e42e66cf8358""
    data-bokeh-doc-id=""a98cfb02-7b76-4c91-8f9f-683b4dccd527""
></script>",TAG,,
17.94,,,DEP_DELAY,,
6.0,,,AVG_FLIGHTS,,
26.55,,,PERCENT_DELAYED,,
17.76,,,POS_ARR_DELAY,,
26.05,38.92,,NK,15.14,Spirit Air Lines
18.28,26.29,,UA,46.39,United Air Lines 
14.27,22.75,,MQ,31.88,Envoy Air
11.99,19.07,,EV,6.18,ExpressJet Airlines 
10.26,7.41,,AA,0.41,American Airlines 
