ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,New York,ORIGIN_CITY,,
,,John F Kennedy Intl,ORIGIN_NAME,,
,,San Francisco,DEST-CITY,,
,,San Francisco Intl,DEST_NAME,,
,,4153,DIST,,
,,"
<script
    src=""static/bokeh_js/JFK_SFO.js""
    id=""6ff4fcec-bf7d-4618-bfc9-598bcc723b8b""
    data-bokeh-model-id=""52856752-4248-49db-bbff-ee5e74fe4ef3""
    data-bokeh-doc-id=""7ed237e6-765d-49a2-8d60-28a6d743c55b""
></script>",TAG,,
13.26,,,DEP_DELAY,,
24.0,,,AVG_FLIGHTS,,
21.12,,,PERCENT_DELAYED,,
14.3,,,POS_ARR_DELAY,,
17.73,25.98,,AA,18.99,American Airlines 
14.27,22.77,,B6,17.19,JetBlue Airways
15.61,19.56,,VX,17.83,Virgin America
12.74,19.55,,UA,20.6,United Air Lines 
12.11,18.75,,DL,25.39,Delta Air Lines 
