ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Dallas-Fort Worth,ORIGIN_CITY,
,,,Dallas Fort Worth Intl,ORIGIN_NAME,
,,,Raleigh-durham,DEST-CITY,
,,,Raleigh Durham Intl,DEST_NAME,
,,,1705,DIST,
,,,"
<script
    src=""static/bokeh_js/DFW_RDU.js""
    id=""f2b24444-b3e5-449c-8f20-6dd645fa8074""
    data-bokeh-model-id=""addb8441-b0db-4338-9d4c-93f7e2c10f0e""
    data-bokeh-doc-id=""d7ea3d82-b618-4bad-93c9-d6bd3162004e""
></script>",TAG,
14.1,,,,DEP_DELAY,
5.0,,,,AVG_FLIGHTS,
21.48,,,,PERCENT_DELAYED,
13.21,,,,POS_ARR_DELAY,
13.21,21.48,American Airlines ,,AA,100.0
0.0,,,,,
0.0,,,,,
0.0,,,,,
0.0,,,,,
