ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Houston,ORIGIN_CITY,,
,,George Bush Intercontinental,ORIGIN_NAME,,
,,Orlando,DEST-CITY,,
,,Orlando Intl,DEST_NAME,,
,,1372,DIST,,
,,"
<script
    src=""static/bokeh_js/IAH_MCO.js""
    id=""70cea02a-2a9c-4145-9705-7e98fdd9f0a9""
    data-bokeh-model-id=""3ca063ae-043e-4b41-8e34-422f9f0de186""
    data-bokeh-doc-id=""da3d6869-01ae-427f-b219-11c4a4d97327""
></script>",TAG,,
15.4,,,DEP_DELAY,,
7.0,,,AVG_FLIGHTS,,
20.94,,,PERCENT_DELAYED,,
14.52,,,POS_ARR_DELAY,,
20.52,32.09,,NK,8.01,Spirit Air Lines
14.01,20.02,,UA,90.79,United Air Lines 
13.31,16.84,,F9,1.18,Frontier Airlines 
0.0,0.0,,EV,0.01,ExpressJet Airlines 
0.0,0.0,,OO,0.01,SkyWest Airlines 
