ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Newark,ORIGIN_CITY,
,,,Newark Liberty Intl,ORIGIN_NAME,
,,,Dallas-Fort Worth,DEST-CITY,
,,,Dallas Fort Worth Intl,DEST_NAME,
,,,2205,DIST,
,,,"
<script
    src=""static/bokeh_js/EWR_DFW.js""
    id=""ea511bef-a79e-4c3a-9dc2-c2c13ebfb33f""
    data-bokeh-model-id=""4541029a-452f-4f65-907c-26cd2bdf753c""
    data-bokeh-doc-id=""c28ba536-8f02-4e37-a4fe-bc40608cd639""
></script>",TAG,
16.15,,,,DEP_DELAY,
7.0,,,,AVG_FLIGHTS,
21.39,,,,PERCENT_DELAYED,
16.47,,,,POS_ARR_DELAY,
17.04,23.4,United Air Lines ,,UA,28.07
16.25,20.6,American Airlines ,,AA,71.93
0.0,,,,,
0.0,,,,,
0.0,,,,,
