ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Washington,ORIGIN_CITY,,
,,Washington Dulles Intl,ORIGIN_NAME,,
,,Detroit,DEST-CITY,,
,,Detroit Metro Wayne Co,DEST_NAME,,
,,616,DIST,,
,,"
<script
    src=""static/bokeh_js/IAD_DTW.js""
    id=""1a6c478d-c9fb-4ca8-82b8-53be212c8df3""
    data-bokeh-model-id=""655647bf-701f-4a49-9afb-ac235a3e4737""
    data-bokeh-doc-id=""dd6eb33a-a853-4d22-bc32-095f85140517""
></script>",TAG,,
13.04,,,DEP_DELAY,,
3.0,,,AVG_FLIGHTS,,
17.34,,,PERCENT_DELAYED,,
13.15,,,POS_ARR_DELAY,,
15.89,21.14,,EV,62.73,ExpressJet Airlines 
12.05,13.82,,OO,15.74,SkyWest Airlines 
9.47,13.47,,F9,6.56,Frontier Airlines 
4.97,7.79,,9E,10.47,Endeavor Air 
4.41,5.8,,DL,2.35,Delta Air Lines 
