ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Orlando,ORIGIN_CITY,,
,,Orlando Intl,ORIGIN_NAME,,
,,Kansas City,DEST-CITY,,
,,Kansas City Intl,DEST_NAME,,
,,1727,DIST,,
,,"
<script
    src=""static/bokeh_js/MCO_MCI.js""
    id=""36a10a92-410f-41f2-b313-79e772f0713b""
    data-bokeh-model-id=""d70953dc-b39d-49e3-96ff-e0bfdc008a6c""
    data-bokeh-doc-id=""bab2e253-8ea1-4b1f-b353-45223e82d6ce""
></script>",TAG,,
15.0,,,DEP_DELAY,,
3.0,,,AVG_FLIGHTS,,
21.33,,,PERCENT_DELAYED,,
13.46,,,POS_ARR_DELAY,,
45.2,40.0,,DL,0.17,Delta Air Lines 
13.38,21.81,,WN,93.87,Southwest Airlines 
7.8,20.0,,EV,0.17,ExpressJet Airlines 
15.02,13.75,,F9,5.3,Frontier Airlines 
2.13,6.67,,FL,0.5,AirTran Airways Corporation
