ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Seattle,ORIGIN_CITY,,
,,Seattle Tacoma Intl,ORIGIN_NAME,,
,,San Francisco,DEST-CITY,,
,,San Francisco Intl,DEST_NAME,,
,,1093,DIST,,
,,"
<script
    src=""static/bokeh_js/SEA_SFO.js""
    id=""fffef672-1347-4867-a122-c303c6a37612""
    data-bokeh-model-id=""0deb5ae9-9550-4e8b-a516-23a651698739""
    data-bokeh-doc-id=""2cb1dd4a-ae4d-453d-9d8d-665d26781075""
></script>",TAG,,
15.33,,,DEP_DELAY,,
21.0,,,AVG_FLIGHTS,,
23.02,,,PERCENT_DELAYED,,
15.3,,,POS_ARR_DELAY,,
16.1,25.11,,OO,6.77,SkyWest Airlines 
14.16,23.6,,AS,38.27,Alaska Airlines 
16.03,22.39,,UA,35.97,United Air Lines 
15.96,22.37,,VX,18.6,Virgin America
12.72,19.54,,DL,0.39,Delta Air Lines 
