ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Chicago,ORIGIN_CITY,
,,,Chicago Ohare Intl,ORIGIN_NAME,
,,,Oakland,DEST-CITY,
,,,Metropolitan Oakland Intl,DEST_NAME,
,,,2948,DIST,
,,,"
<script
    src=""static/bokeh_js/ORD_OAK.js""
    id=""a039e6f4-323b-4e50-bad0-de2268046e66""
    data-bokeh-model-id=""3dc9b9dd-7a1a-46e6-a9cc-c44951194b5b""
    data-bokeh-doc-id=""0dc195a7-b63b-4932-81f3-cc82ad42770f""
></script>",TAG,
20.99,,,,DEP_DELAY,
1.0,,,,AVG_FLIGHTS,
26.92,,,,PERCENT_DELAYED,
20.12,,,,POS_ARR_DELAY,
20.12,26.92,Spirit Air Lines,,NK,100.0
0.0,,,,,
0.0,,,,,
0.0,,,,,
0.0,,,,,
