ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Washington,ORIGIN_CITY,,
,,Washington Dulles Intl,ORIGIN_NAME,,
,,Miami,DEST-CITY,,
,,Miami Intl,DEST_NAME,,
,,1487,DIST,,
,,"
<script
    src=""static/bokeh_js/IAD_MIA.js""
    id=""49b4507e-2848-474f-b510-52d79b017b2c""
    data-bokeh-model-id=""95255d8b-40f4-4196-a4e3-5adfe15de8a3""
    data-bokeh-doc-id=""ac422c34-0a02-4298-9ee1-45be22c07ee1""
></script>",TAG,,
10.58,,,DEP_DELAY,,
2.0,,,AVG_FLIGHTS,,
19.94,,,PERCENT_DELAYED,,
13.07,,,POS_ARR_DELAY,,
14.3,22.58,,UA,3.67,United Air Lines 
13.72,20.76,,AA,81.83,American Airlines 
7.6,20.0,,OO,0.2,SkyWest Airlines 
10.14,19.73,,YV,5.79,Mesa Airlines 
8.45,11.11,,F9,8.51,Frontier Airlines 
