ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Fort Lauderdale,ORIGIN_CITY,
,,,Fort Lauderdale Hollywood Intl,ORIGIN_NAME,
,,,Dallas-Fort Worth,DEST-CITY,
,,,Dallas Fort Worth Intl,DEST_NAME,
,,,1799,DIST,
,,,"
<script
    src=""static/bokeh_js/FLL_DFW.js""
    id=""7593c1f6-ae30-462a-85cd-57656f13e8d4""
    data-bokeh-model-id=""21622e02-8165-47e4-86eb-5506353233b4""
    data-bokeh-doc-id=""252d6133-45f5-4409-bd8a-769e156b481a""
></script>",TAG,
11.63,,,,DEP_DELAY,
7.0,,,,AVG_FLIGHTS,
18.4,,,,PERCENT_DELAYED,
12.47,,,,POS_ARR_DELAY,
13.19,22.82,Spirit Air Lines,,NK,16.97
12.32,17.5,American Airlines ,,AA,83.03
0.0,,,,,
0.0,,,,,
0.0,,,,,
