ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Tampa,ORIGIN_CITY,
,,,Tampa Intl,ORIGIN_NAME,
,,,Phoenix,DEST-CITY,
,,,Phoenix Sky Harbor Intl,DEST_NAME,
,,,2874,DIST,
,,,"
<script
    src=""static/bokeh_js/TPA_PHX.js""
    id=""542a97e2-7cc6-4467-aa93-bdf799d3b7b2""
    data-bokeh-model-id=""06ea6794-2c2a-4872-bf6f-be3c539f86ad""
    data-bokeh-doc-id=""08fd8ff6-e896-4fb7-b270-55ee4b9679f5""
></script>",TAG,
8.58,,,,DEP_DELAY,
3.0,,,,AVG_FLIGHTS,
15.76,,,,PERCENT_DELAYED,
8.24,,,,POS_ARR_DELAY,
11.02,20.51,Southwest Airlines ,,WN,36.54
7.13,15.61,American Airlines ,,AA,21.92
6.38,11.66,US Airways ,,US,41.54
0.0,,,,,
0.0,,,,,
