ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Detroit,ORIGIN_CITY,,
,,Detroit Metro Wayne Co,ORIGIN_NAME,,
,,Philadelphia,DEST-CITY,,
,,Philadelphia Intl,DEST_NAME,,
,,728,DIST,,
,,"
<script
    src=""static/bokeh_js/DTW_PHL.js""
    id=""0b77ad35-c902-42ff-9774-f11a85314c64""
    data-bokeh-model-id=""63bcc774-f6ad-41ae-a471-3d7c9c39c4a0""
    data-bokeh-doc-id=""817044eb-9857-4af9-a169-85585f93f721""
></script>",TAG,,
13.86,,,DEP_DELAY,,
6.0,,,AVG_FLIGHTS,,
21.45,,,PERCENT_DELAYED,,
15.2,,,POS_ARR_DELAY,,
40.49,60.17,,NK,1.74,Spirit Air Lines
17.19,24.82,,EV,4.1,ExpressJet Airlines 
15.8,21.52,,DL,72.8,Delta Air Lines 
11.53,17.25,,AA,5.47,American Airlines 
8.76,16.22,,US,14.19,US Airways 
