ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Atlanta,ORIGIN_CITY,,
,,Hartsfield Jackson Atlanta Intl,ORIGIN_NAME,,
,,Tampa,DEST-CITY,,
,,Tampa Intl,DEST_NAME,,
,,655,DIST,,
,,"
<script
    src=""static/bokeh_js/ATL_TPA.js""
    id=""4dd060cf-0f0b-4ce8-8fd2-db48e59c4e21""
    data-bokeh-model-id=""6922f851-97dc-4994-b9c7-94839ac73214""
    data-bokeh-doc-id=""6777314f-d81f-4866-9a7d-70ebf4dc570a""
></script>",TAG,,
10.85,,,DEP_DELAY,,
20.0,,,AVG_FLIGHTS,,
17.83,,,PERCENT_DELAYED,,
10.19,,,POS_ARR_DELAY,,
32.13,47.76,,NK,2.6,Spirit Air Lines
13.07,21.5,,WN,20.45,Southwest Airlines 
9.1,19.91,,FL,10.78,AirTran Airways Corporation
8.62,15.18,,DL,66.17,Delta Air Lines 
0.0,0.0,,EV,0.0,ExpressJet Airlines 
