ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Fort Myers,ORIGIN_CITY,,
,,Southwest Florida Intl,ORIGIN_NAME,,
,,Cleveland,DEST-CITY,,
,,Cleveland Hopkins Intl,DEST_NAME,,
,,1655,DIST,,
,,"
<script
    src=""static/bokeh_js/RSW_CLE.js""
    id=""019b32b1-7e78-4c3f-9606-de70aefb1512""
    data-bokeh-model-id=""894ed658-0c58-48b7-9ff1-0b79aca2ab68""
    data-bokeh-doc-id=""c7fb0aad-bfde-4626-9c9f-77f9137a7142""
></script>",TAG,,
15.31,,,DEP_DELAY,,
2.0,,,AVG_FLIGHTS,,
18.67,,,PERCENT_DELAYED,,
14.44,,,POS_ARR_DELAY,,
20.42,29.49,,NK,12.52,Spirit Air Lines
21.57,26.1,,F9,38.74,Frontier Airlines 
8.6,17.5,,OO,2.14,SkyWest Airlines 
5.97,10.77,,EV,3.48,ExpressJet Airlines 
6.95,9.34,,UA,42.38,United Air Lines 
