ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Los Angeles,ORIGIN_CITY,,
,,Los Angeles Intl,ORIGIN_NAME,,
,,Minneapolis,DEST-CITY,,
,,Minneapolis St Paul Intl,DEST_NAME,,
,,2468,DIST,,
,,"
<script
    src=""static/bokeh_js/LAX_MSP.js""
    id=""e91a1f12-5271-4e40-8b4a-b9948c0075ba""
    data-bokeh-model-id=""b8a5329f-65ae-474e-a845-60b71a293c2c""
    data-bokeh-doc-id=""874ec45d-7341-4362-89ea-5e368196b0ed""
></script>",TAG,,
11.07,,,DEP_DELAY,,
9.0,,,AVG_FLIGHTS,,
16.62,,,PERCENT_DELAYED,,
9.9,,,POS_ARR_DELAY,,
33.67,33.33,,UA,0.03,United Air Lines 
18.82,29.48,,AA,1.85,American Airlines 
20.66,27.67,,NK,6.42,Spirit Air Lines
12.46,21.48,,OO,17.93,SkyWest Airlines 
8.11,14.15,,DL,73.77,Delta Air Lines 
