ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Charlotte,ORIGIN_CITY,,
,,Charlotte Douglas Intl,ORIGIN_NAME,,
,,Atlanta,DEST-CITY,,
,,Hartsfield Jackson Atlanta Intl,DEST_NAME,,
,,365,DIST,,
,,"
<script
    src=""static/bokeh_js/CLT_ATL.js""
    id=""e3812d49-b87e-448b-93f4-71328b602822""
    data-bokeh-model-id=""d16dc568-952d-4a16-bf43-aa9bcab50c37""
    data-bokeh-doc-id=""045a674e-8030-40e3-aec2-d4220571c413""
></script>",TAG,,
10.2,,,DEP_DELAY,,
18.0,,,AVG_FLIGHTS,,
16.83,,,PERCENT_DELAYED,,
10.94,,,POS_ARR_DELAY,,
19.53,35.29,,EV,0.08,ExpressJet Airlines 
20.86,25.64,,YV,0.39,Mesa Airlines 
10.77,19.58,,US,25.72,US Airways 
12.14,19.28,,AA,16.77,American Airlines 
10.59,14.79,,DL,57.04,Delta Air Lines 
