ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Tampa,ORIGIN_CITY,,
,,Tampa Intl,ORIGIN_NAME,,
,,Cleveland,DEST-CITY,,
,,Cleveland Hopkins Intl,DEST_NAME,,
,,1496,DIST,,
,,"
<script
    src=""static/bokeh_js/TPA_CLE.js""
    id=""0e6e48b9-1a9e-4425-a959-ee33d9e10b3b""
    data-bokeh-model-id=""88245b69-5a57-48d3-9167-1bb88786df32""
    data-bokeh-doc-id=""8415e591-5867-4328-a549-380541a350e7""
></script>",TAG,,
17.94,,,DEP_DELAY,,
1.0,,,AVG_FLIGHTS,,
19.99,,,PERCENT_DELAYED,,
16.41,,,POS_ARR_DELAY,,
30.1,39.07,,NK,13.39,Spirit Air Lines
21.05,22.44,,F9,43.84,Frontier Airlines 
8.32,16.67,,OO,3.74,SkyWest Airlines 
11.44,14.11,,EV,10.15,ExpressJet Airlines 
5.81,9.91,,UA,28.89,United Air Lines 
