ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Cleveland,ORIGIN_CITY,,
,,Cleveland Hopkins Intl,ORIGIN_NAME,,
,,Chicago,DEST-CITY,,
,,Chicago Ohare Intl,DEST_NAME,,
,,507,DIST,,
,,"
<script
    src=""static/bokeh_js/CLE_ORD.js""
    id=""61f86426-3d0e-472f-b7e2-ec0e21af86ae""
    data-bokeh-model-id=""2a29bad5-d260-4af7-8973-d9b135fb18a0""
    data-bokeh-doc-id=""b6345b0a-b479-45bd-bbef-9d66fe48ca77""
></script>",TAG,,
13.73,,,DEP_DELAY,,
12.0,,,AVG_FLIGHTS,,
21.74,,,PERCENT_DELAYED,,
15.72,,,POS_ARR_DELAY,,
21.87,30.34,,MQ,26.56,Envoy Air
28.23,25.0,,F9,0.4,Frontier Airlines 
16.55,24.75,,OO,7.64,SkyWest Airlines 
11.89,18.18,,EV,31.34,ExpressJet Airlines 
14.11,17.59,,UA,34.06,United Air Lines 
