ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Newark,ORIGIN_CITY,
,,,Newark Liberty Intl,ORIGIN_NAME,
,,,Tampa,DEST-CITY,
,,,Tampa Intl,DEST_NAME,
,,,1608,DIST,
,,,"
<script
    src=""static/bokeh_js/EWR_TPA.js""
    id=""1a3b92f0-eb7a-4f37-b0d0-74fedc858353""
    data-bokeh-model-id=""18316077-5c5b-4d5e-83b5-f197e7a0adc4""
    data-bokeh-doc-id=""2362d435-6a0d-4826-92ae-2a39ddba7169""
></script>",TAG,
16.65,,,,DEP_DELAY,
6.0,,,,AVG_FLIGHTS,
23.17,,,,PERCENT_DELAYED,
15.36,,,,POS_ARR_DELAY,
17.16,25.0,JetBlue Airways,,B6,15.95
15.02,22.83,United Air Lines ,,UA,84.02
0.0,0.0,ExpressJet Airlines ,,EV,0.03
0.0,,,,,
0.0,,,,,
