ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,New York,ORIGIN_CITY,,
,,La Guardia,ORIGIN_NAME,,
,,Washington,DEST-CITY,,
,,Washington Dulles Intl,DEST_NAME,,
,,368,DIST,,
,,"
<script
    src=""static/bokeh_js/LGA_IAD.js""
    id=""ea01fa99-d852-47b1-825a-cdf41013c714""
    data-bokeh-model-id=""12340390-b8af-457b-9f47-132d60e0dc78""
    data-bokeh-doc-id=""2a0c6a14-03cc-4aa5-84ca-a9a430089eec""
></script>",TAG,,
20.05,,,DEP_DELAY,,
2.0,,,AVG_FLIGHTS,,
27.66,,,PERCENT_DELAYED,,
21.67,,,POS_ARR_DELAY,,
29.0,100.0,,UA,0.05,United Air Lines 
24.38,42.31,,YV,3.9,Mesa Airlines 
22.1,27.7,,EV,92.1,ExpressJet Airlines 
8.88,11.54,,9E,3.9,Endeavor Air 
3.0,0.0,,OO,0.05,SkyWest Airlines 
