ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Las Vegas,ORIGIN_CITY,,
,,Mc Carran Intl,ORIGIN_NAME,,
,,Atlanta,DEST-CITY,,
,,Hartsfield Jackson Atlanta Intl,DEST_NAME,,
,,2806,DIST,,
,,"
<script
    src=""static/bokeh_js/LAS_ATL.js""
    id=""cd7998f8-fa49-442f-86a0-bd66b138ffba""
    data-bokeh-model-id=""f5f0ecc1-a7f8-4e92-b6f2-6e08cdfbfeda""
    data-bokeh-doc-id=""bfeeb146-7476-49eb-bdff-a4ab3b2074ce""
></script>",TAG,,
10.08,,,DEP_DELAY,,
12.0,,,AVG_FLIGHTS,,
13.6,,,PERCENT_DELAYED,,
8.96,,,POS_ARR_DELAY,,
14.74,26.11,,NK,3.54,Spirit Air Lines
16.68,21.17,,F9,3.59,Frontier Airlines 
10.33,19.65,,WN,23.8,Southwest Airlines 
8.73,17.73,,FL,6.11,AirTran Airways Corporation
7.7,9.78,,DL,62.96,Delta Air Lines 
