ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Orlando,ORIGIN_CITY,,
,,Orlando Intl,ORIGIN_NAME,,
,,Cleveland,DEST-CITY,,
,,Cleveland Hopkins Intl,DEST_NAME,,
,,1445,DIST,,
,,"
<script
    src=""static/bokeh_js/MCO_CLE.js""
    id=""e3913d27-b84f-4c46-a91d-b206f531064c""
    data-bokeh-model-id=""a3f87b65-3e7f-4f9d-a4ec-4d1e7e735407""
    data-bokeh-doc-id=""2f793ed0-e0b9-485b-8b79-cd3a9b60cbab""
></script>",TAG,,
13.59,,,DEP_DELAY,,
3.0,,,AVG_FLIGHTS,,
18.89,,,PERCENT_DELAYED,,
12.77,,,POS_ARR_DELAY,,
45.73,40.0,,WN,0.41,Southwest Airlines 
17.15,24.79,,F9,36.54,Frontier Airlines 
13.25,23.49,,NK,15.01,Spirit Air Lines
34.93,13.33,,EV,0.41,ExpressJet Airlines 
8.78,12.77,,UA,47.63,United Air Lines 
