ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Houston,ORIGIN_CITY,
,,,William P Hobby,ORIGIN_NAME,
,,,San Antonio,DEST-CITY,
,,,San Antonio Intl,DEST_NAME,
,,,309,DIST,
,,,"
<script
    src=""static/bokeh_js/HOU_SAT.js""
    id=""31bb5d79-fe45-4583-9951-4fb5e9abd8ac""
    data-bokeh-model-id=""c36e1abd-b6c1-4f92-a4ed-d4b3d71ec9ce""
    data-bokeh-doc-id=""567528dc-4986-4da2-ba6d-4676ebe80786""
></script>",TAG,
14.43,,,,DEP_DELAY,
4.0,,,,AVG_FLIGHTS,
26.68,,,,PERCENT_DELAYED,
13.8,,,,POS_ARR_DELAY,
13.8,26.68,Southwest Airlines ,,WN,100.0
0.0,,,,,
0.0,,,,,
0.0,,,,,
0.0,,,,,
