ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Fort Lauderdale,ORIGIN_CITY,
,,,Fort Lauderdale Hollywood Intl,ORIGIN_NAME,
,,,Columbus,DEST-CITY,
,,,Port Columbus Intl,DEST_NAME,
,,,1570,DIST,
,,,"
<script
    src=""static/bokeh_js/FLL_CMH.js""
    id=""99c4b2dc-3d30-4535-83e0-13bc030d017f""
    data-bokeh-model-id=""45b9e8f2-ac12-4847-8feb-ded9f63fc801""
    data-bokeh-doc-id=""85b96920-93f5-4a3d-a2d9-274a8fd7749d""
></script>",TAG,
19.16,,,,DEP_DELAY,
1.0,,,,AVG_FLIGHTS,
24.89,,,,PERCENT_DELAYED,
16.95,,,,POS_ARR_DELAY,
17.48,25.72,Southwest Airlines ,,WN,91.59
11.12,15.79,AirTran Airways Corporation,,FL,8.41
0.0,,,,,
0.0,,,,,
0.0,,,,,
