ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Minneapolis,ORIGIN_CITY,
,,,Minneapolis St Paul Intl,ORIGIN_NAME,
,,,Miami,DEST-CITY,
,,,Miami Intl,DEST_NAME,
,,,2419,DIST,
,,,"
<script
    src=""static/bokeh_js/MSP_MIA.js""
    id=""3d3d9b88-9bf1-46b5-919b-49311e17ac23""
    data-bokeh-model-id=""0722f693-87d8-4672-abbf-486dba74adbc""
    data-bokeh-doc-id=""1f5778e6-3b00-4880-a52d-3a0779d06958""
></script>",TAG,
7.73,,,,DEP_DELAY,
2.0,,,,AVG_FLIGHTS,
12.34,,,,PERCENT_DELAYED,
9.01,,,,POS_ARR_DELAY,
11.61,13.23,American Airlines ,,AA,44.28
6.94,11.63,Delta Air Lines ,,DL,55.72
0.0,,,,,
0.0,,,,,
0.0,,,,,
