ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Cleveland,ORIGIN_CITY,,
,,Cleveland Hopkins Intl,ORIGIN_NAME,,
,,Tampa,DEST-CITY,,
,,Tampa Intl,DEST_NAME,,
,,1496,DIST,,
,,"
<script
    src=""static/bokeh_js/CLE_TPA.js""
    id=""92e97630-66e8-4971-96de-8c1747fea21a""
    data-bokeh-model-id=""efd3bde9-5330-4f60-a74a-249f1fb2ec04""
    data-bokeh-doc-id=""73855b4c-4d39-440c-bc8b-9465d35583bc""
></script>",TAG,,
17.95,,,DEP_DELAY,,
1.0,,,AVG_FLIGHTS,,
21.54,,,PERCENT_DELAYED,,
19.03,,,POS_ARR_DELAY,,
27.78,36.57,,NK,13.48,Spirit Air Lines
26.03,24.08,,F9,44.07,Frontier Airlines 
11.88,22.84,,EV,10.11,ExpressJet Airlines 
8.21,11.6,,UA,28.53,United Air Lines 
7.18,9.84,,OO,3.81,SkyWest Airlines 
