ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Portland,ORIGIN_CITY,
,,,Portland Intl,ORIGIN_NAME,
,,,Oakland,DEST-CITY,
,,,Metropolitan Oakland Intl,DEST_NAME,
,,,876,DIST,
,,,"
<script
    src=""static/bokeh_js/PDX_OAK.js""
    id=""bc137e69-9cb5-41eb-a0cc-595661310cdf""
    data-bokeh-model-id=""17ef41e6-d242-4996-b466-9eb55f9185a3""
    data-bokeh-doc-id=""20377bec-098f-4f55-a892-08bd04975a13""
></script>",TAG,
13.13,,,,DEP_DELAY,
5.0,,,,AVG_FLIGHTS,
21.6,,,,PERCENT_DELAYED,
11.6,,,,POS_ARR_DELAY,
11.6,21.6,Southwest Airlines ,,WN,100.0
0.0,,,,,
0.0,,,,,
0.0,,,,,
0.0,,,,,
