ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Cleveland,ORIGIN_CITY,,
,,Cleveland Hopkins Intl,ORIGIN_NAME,,
,,Dallas-Fort Worth,DEST-CITY,,
,,Dallas Fort Worth Intl,DEST_NAME,,
,,1642,DIST,,
,,"
<script
    src=""static/bokeh_js/CLE_DFW.js""
    id=""3dfda62b-070c-4d5d-9e8e-b0d535d029d4""
    data-bokeh-model-id=""c735ca3f-e507-4c9c-8f6e-f66452573361""
    data-bokeh-doc-id=""602d7370-a09d-4d29-999f-e21636f306d0""
></script>",TAG,,
14.89,,,DEP_DELAY,,
5.0,,,AVG_FLIGHTS,,
21.39,,,PERCENT_DELAYED,,
15.52,,,POS_ARR_DELAY,,
41.35,39.53,,F9,1.68,Frontier Airlines 
19.76,27.35,,NK,10.99,Spirit Air Lines
16.65,25.9,,MQ,2.71,Envoy Air
12.13,21.01,,EV,17.47,ExpressJet Airlines 
15.12,19.86,,AA,66.33,American Airlines 
