ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Los Angeles,ORIGIN_CITY,,
,,Los Angeles Intl,ORIGIN_NAME,,
,,Boston,DEST-CITY,,
,,General Edward Lawrence Logan Intl,DEST_NAME,,
,,4194,DIST,,
,,"
<script
    src=""static/bokeh_js/LAX_BOS.js""
    id=""6b491da1-a2ff-4f74-a2ed-6ebebde2b177""
    data-bokeh-model-id=""8052f6d0-929a-4658-b47e-cb19b49876c3""
    data-bokeh-doc-id=""07c029da-5d68-407a-8d9e-46775bdc488e""
></script>",TAG,,
9.69,,,DEP_DELAY,,
12.0,,,AVG_FLIGHTS,,
17.38,,,PERCENT_DELAYED,,
9.61,,,POS_ARR_DELAY,,
12.95,22.65,,B6,24.12,JetBlue Airways
9.56,19.76,,DL,12.27,Delta Air Lines 
9.01,15.76,,AA,33.23,American Airlines 
8.19,14.97,,VX,18.61,Virgin America
6.72,12.45,,UA,11.76,United Air Lines 
