ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Los Angeles,ORIGIN_CITY,,
,,Los Angeles Intl,ORIGIN_NAME,,
,,Chicago,DEST-CITY,,
,,Chicago Ohare Intl,DEST_NAME,,
,,2803,DIST,,
,,"
<script
    src=""static/bokeh_js/LAX_ORD.js""
    id=""39b78b07-8dc9-4fb4-96f8-f851404a0827""
    data-bokeh-model-id=""1623cff1-350e-46f8-91cc-8b54f0ef682d""
    data-bokeh-doc-id=""72b70241-29e3-4ee1-b1bb-85b2a6fec9b1""
></script>",TAG,,
12.26,,,DEP_DELAY,,
23.0,,,AVG_FLIGHTS,,
19.75,,,PERCENT_DELAYED,,
12.26,,,POS_ARR_DELAY,,
26.71,36.2,,NK,4.65,Spirit Air Lines
16.62,26.22,,F9,1.68,Frontier Airlines 
12.95,20.11,,VX,7.79,Virgin America
12.3,19.06,,UA,46.63,United Air Lines 
10.16,18.27,,AA,39.26,American Airlines 
