ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Minneapolis,ORIGIN_CITY,,
,,Minneapolis St Paul Intl,ORIGIN_NAME,,
,,Dallas-Fort Worth,DEST-CITY,,
,,Dallas Fort Worth Intl,DEST_NAME,,
,,1373,DIST,,
,,"
<script
    src=""static/bokeh_js/MSP_DFW.js""
    id=""18e9b7a2-2620-4221-ab27-b9c02f7f51db""
    data-bokeh-model-id=""73693c3a-870e-49a8-9984-713708ed7372""
    data-bokeh-doc-id=""6d1957e6-d990-47ea-9b27-d146a79430b9""
></script>",TAG,,
13.92,,,DEP_DELAY,,
8.0,,,AVG_FLIGHTS,,
20.98,,,PERCENT_DELAYED,,
15.08,,,POS_ARR_DELAY,,
32.68,48.65,,NK,7.13,Spirit Air Lines
21.41,26.76,,EV,3.6,ExpressJet Airlines 
13.28,22.51,,OO,7.49,SkyWest Airlines 
13.81,18.25,,AA,73.61,American Airlines 
9.68,16.48,,DL,7.45,Delta Air Lines 
