ARR_DELAY,DELAY_15,TEXT_DATA,UNIQUE_CARRIER,count,Description
,,Los Angeles,ORIGIN_CITY,,
,,Los Angeles Intl,ORIGIN_NAME,,
,,Kansas City,DEST-CITY,,
,,Kansas City Intl,DEST_NAME,,
,,2190,DIST,,
,,"
<script
    src=""static/bokeh_js/LAX_MCI.js""
    id=""63ce6748-5d0b-4a4e-baec-4b0eca77d5f6""
    data-bokeh-model-id=""802308c0-4341-4d51-9b28-c43008cfdb48""
    data-bokeh-doc-id=""7e5336b9-c059-4f95-8568-a51ca9dec55b""
></script>",TAG,,
20.11,,,DEP_DELAY,,
3.0,,,AVG_FLIGHTS,,
30.14,,,PERCENT_DELAYED,,
17.98,,,POS_ARR_DELAY,,
22.6,41.26,,NK,12.06,Spirit Air Lines
17.62,29.36,,WN,83.73,Southwest Airlines 
16.75,25.0,,OO,0.23,SkyWest Airlines 
19.13,16.67,,DL,1.58,Delta Air Lines 
6.6,10.98,,AA,2.4,American Airlines 
