ARR_DELAY,DELAY_15,Description,TEXT_DATA,UNIQUE_CARRIER,count
,,,Fort Myers,ORIGIN_CITY,
,,,Southwest Florida Intl,ORIGIN_NAME,
,,,Philadelphia,DEST-CITY,
,,,Philadelphia Intl,DEST_NAME,
,,,1601,DIST,
,,,"
<script
    src=""static/bokeh_js/RSW_PHL.js""
    id=""ee714ac3-afb9-4dbd-97d2-f929840949ca""
    data-bokeh-model-id=""cc205106-1cd3-4f72-a86d-31463261edc6""
    data-bokeh-doc-id=""5a3c5f7e-a081-40fa-b0ce-e22620a5c572""
></script>",TAG,
10.41,,,,DEP_DELAY,
3.0,,,,AVG_FLIGHTS,
16.62,,,,PERCENT_DELAYED,
10.58,,,,POS_ARR_DELAY,
24.59,28.19,Southwest Airlines ,,WN,7.19
12.09,20.0,Frontier Airlines ,,F9,5.7
9.35,16.86,US Airways ,,US,53.31
9.29,13.2,American Airlines ,,AA,33.81
0.0,,,,,
